video,mini-scene-id
13_01_23-DJI_0016,13_01_23-DJI_0016_4.0
13_01_23-DJI_0016,13_01_23-DJI_0016_8.0
13_01_23-DJI_0016,13_01_23-DJI_0016_9.0
13_01_23-DJI_0016,13_01_23-DJI_0016_14.0
13_01_23-DJI_0016,13_01_23-DJI_0016_15.0
13_01_23-DJI_0016,13_01_23-DJI_0016_18.0
13_01_23-DJI_0016,13_01_23-DJI_0016_19.0
12_01_23-DJI_0998,12_01_23-DJI_0998_2.0
12_01_23-DJI_0998,12_01_23-DJI_0998_1.0
12_01_23-DJI_0998,12_01_23-DJI_0998_23.0
12_01_23-DJI_0998,12_01_23-DJI_0998_26.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_2.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_7.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_5.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_3.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_1.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_6.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_4.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_11.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_12.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_15.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_16.0
16_01_23_session_1-DJI_0003,16_01_23_session_1-DJI_0003_17.0
12_01_23-DJI_0002,12_01_23-DJI_0002_2.0
12_01_23-DJI_0002,12_01_23-DJI_0002_4.0
12_01_23-DJI_0002,12_01_23-DJI_0002_6.0
12_01_23-DJI_0002,12_01_23-DJI_0002_8.0
12_01_23-DJI_0002,12_01_23-DJI_0002_14.0
12_01_23-DJI_0002,12_01_23-DJI_0002_15.0
12_01_23-DJI_0002,12_01_23-DJI_0002_17.0
12_01_23-DJI_0002,12_01_23-DJI_0002_18.0
12_01_23-DJI_0002,12_01_23-DJI_0002_20.0
12_01_23-DJI_0002,12_01_23-DJI_0002_21.0
12_01_23-DJI_0002,12_01_23-DJI_0002_23.0
12_01_23-DJI_0002,12_01_23-DJI_0002_25.0
12_01_23-DJI_0002,12_01_23-DJI_0002_27.0
12_01_23-DJI_0002,12_01_23-DJI_0002_28.0
12_01_23-DJI_0002,12_01_23-DJI_0002_29.0
12_01_23-DJI_0002,12_01_23-DJI_0002_36.0
12_01_23-DJI_0002,12_01_23-DJI_0002_46.0
13_01_23-DJI_0035,13_01_23-DJI_0035_3.0
13_01_23-DJI_0035,13_01_23-DJI_0035_4.0
13_01_23-DJI_0035,13_01_23-DJI_0035_7.0
13_01_23-DJI_0035,13_01_23-DJI_0035_12.0
13_01_23-DJI_0035,13_01_23-DJI_0035_13.0
13_01_23-DJI_0035,13_01_23-DJI_0035_14.0
13_01_23-DJI_0035,13_01_23-DJI_0035_15.0
13_01_23-DJI_0035,13_01_23-DJI_0035_17.0
13_01_23-DJI_0035,13_01_23-DJI_0035_20.0
13_01_23-DJI_0035,13_01_23-DJI_0035_22.0
13_01_23-DJI_0033,13_01_23-DJI_0033_2.0
13_01_23-DJI_0033,13_01_23-DJI_0033_5.0
13_01_23-DJI_0033,13_01_23-DJI_0033_3.0
13_01_23-DJI_0033,13_01_23-DJI_0033_1.0
13_01_23-DJI_0033,13_01_23-DJI_0033_4.0
13_01_23-DJI_0033,13_01_23-DJI_0033_11.0
13_01_23-DJI_0033,13_01_23-DJI_0033_15.0
13_01_23-DJI_0033,13_01_23-DJI_0033_12.0
13_01_23-DJI_0033,13_01_23-DJI_0033_13.0
13_01_23-DJI_0033,13_01_23-DJI_0033_14.0
13_01_23-DJI_0033,13_01_23-DJI_0033_16.0
13_01_23-DJI_0033,13_01_23-DJI_0033_17.0
13_01_23-DJI_0033,13_01_23-DJI_0033_21.0
13_01_23-DJI_0033,13_01_23-DJI_0033_22.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_2.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_5.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_3.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_1.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_4.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_6.0
17_01_2023_session_2-DJI_0012,17_01_2023_session_2-DJI_0012_8.0
11_01_23-DJI_0980,11_01_23-DJI_0980_2.0
11_01_23-DJI_0980,11_01_23-DJI_0980_1.0
11_01_23-DJI_0980,11_01_23-DJI_0980_4.0
11_01_23-DJI_0980,11_01_23-DJI_0980_5.0
11_01_23-DJI_0980,11_01_23-DJI_0980_6.0
11_01_23-DJI_0980,11_01_23-DJI_0980_7.0
11_01_23-DJI_0980,11_01_23-DJI_0980_16.0
11_01_23-DJI_0980,11_01_23-DJI_0980_17.0
11_01_23-DJI_0980,11_01_23-DJI_0980_19.0
11_01_23-DJI_0980,11_01_23-DJI_0980_21.0
11_01_23-DJI_0980,11_01_23-DJI_0980_24.0
11_01_23-DJI_0980,11_01_23-DJI_0980_26.0
11_01_23-DJI_0980,11_01_23-DJI_0980_25.0
11_01_23-DJI_0980,11_01_23-DJI_0980_27.0
11_01_23-DJI_0980,11_01_23-DJI_0980_29.0
11_01_23-DJI_0980,11_01_23-DJI_0980_30.0
11_01_23-DJI_0980,11_01_23-DJI_0980_33.0
11_01_23-DJI_0980,11_01_23-DJI_0980_34.0
11_01_23-DJI_0980,11_01_23-DJI_0980_36.0
11_01_23-DJI_0980,11_01_23-DJI_0980_35.0
13_01_23-DJI_0040,13_01_23-DJI_0040_2.0
13_01_23-DJI_0040,13_01_23-DJI_0040_7.0
13_01_23-DJI_0040,13_01_23-DJI_0040_3.0
13_01_23-DJI_0040,13_01_23-DJI_0040_1.0
13_01_23-DJI_0040,13_01_23-DJI_0040_4.0
13_01_23-DJI_0040,13_01_23-DJI_0040_17.0
13_01_23-DJI_0040,13_01_23-DJI_0040_29.0
13_01_23-DJI_0040,13_01_23-DJI_0040_28.0
13_01_23-DJI_0040,13_01_23-DJI_0040_27.0
13_01_23-DJI_0040,13_01_23-DJI_0040_26.0
13_01_23-DJI_0040,13_01_23-DJI_0040_25.0
13_01_23-DJI_0040,13_01_23-DJI_0040_24.0
13_01_23-DJI_0040,13_01_23-DJI_0040_23.0
13_01_23-DJI_0040,13_01_23-DJI_0040_30.0
13_01_23-DJI_0040,13_01_23-DJI_0040_32.0
13_01_23-DJI_0040,13_01_23-DJI_0040_34.0
13_01_23-DJI_0040,13_01_23-DJI_0040_40.0
13_01_23-DJI_0040,13_01_23-DJI_0040_48.0
13_01_23-DJI_0040,13_01_23-DJI_0040_49.0
13_01_23-DJI_0040,13_01_23-DJI_0040_58.0
13_01_23-DJI_0040,13_01_23-DJI_0040_59.0
13_01_23-DJI_0040,13_01_23-DJI_0040_54.0
13_01_23-DJI_0040,13_01_23-DJI_0040_55.0
13_01_23-DJI_0040,13_01_23-DJI_0040_56.0
13_01_23-DJI_0040,13_01_23-DJI_0040_61.0
13_01_23-DJI_0040,13_01_23-DJI_0040_60.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_2.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_7.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_5.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_3.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_1.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_6.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_4.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_9.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_11.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_14.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_17.0
16_01_23_session_1-DJI_0002,16_01_23_session_1-DJI_0002_18.0
13_01_23-DJI_0023,13_01_23-DJI_0023_1.0
13_01_23-DJI_0023,13_01_23-DJI_0023_3.0
13_01_23-DJI_0023,13_01_23-DJI_0023_4.0
13_01_23-DJI_0023,13_01_23-DJI_0023_5.0
13_01_23-DJI_0023,13_01_23-DJI_0023_6.0
13_01_23-DJI_0023,13_01_23-DJI_0023_10.0
13_01_23-DJI_0023,13_01_23-DJI_0023_11.0
13_01_23-DJI_0023,13_01_23-DJI_0023_13.0
13_01_23-DJI_0023,13_01_23-DJI_0023_14.0
13_01_23-DJI_0023,13_01_23-DJI_0023_15.0
13_01_23-DJI_0023,13_01_23-DJI_0023_18.0
13_01_23-DJI_0023,13_01_23-DJI_0023_20.0
13_01_23-DJI_0023,13_01_23-DJI_0023_22.0
13_01_23-DJI_0023,13_01_23-DJI_0023_23.0
13_01_23-DJI_0023,13_01_23-DJI_0023_24.0
13_01_23-DJI_0023,13_01_23-DJI_0023_26.0
13_01_23-DJI_0023,13_01_23-DJI_0023_27.0
13_01_23-DJI_0023,13_01_23-DJI_0023_29.0
13_01_23-DJI_0023,13_01_23-DJI_0023_30.0
13_01_23-DJI_0023,13_01_23-DJI_0023_33.0
13_01_23-DJI_0023,13_01_23-DJI_0023_35.0
13_01_23-DJI_0023,13_01_23-DJI_0023_36.0
13_01_23-DJI_0023,13_01_23-DJI_0023_37.0
13_01_23-DJI_0023,13_01_23-DJI_0023_38.0
13_01_23-DJI_0023,13_01_23-DJI_0023_41.0
13_01_23-DJI_0023,13_01_23-DJI_0023_44.0
13_01_23-DJI_0023,13_01_23-DJI_0023_45.0
13_01_23-DJI_0023,13_01_23-DJI_0023_46.0
13_01_23-DJI_0023,13_01_23-DJI_0023_47.0
13_01_23-DJI_0023,13_01_23-DJI_0023_48.0
13_01_23-DJI_0023,13_01_23-DJI_0023_49.0
13_01_23-DJI_0023,13_01_23-DJI_0023_52.0
13_01_23-DJI_0023,13_01_23-DJI_0023_54.0
13_01_23-DJI_0023,13_01_23-DJI_0023_53.0
13_01_23-DJI_0023,13_01_23-DJI_0023_58.0
13_01_23-DJI_0023,13_01_23-DJI_0023_59.0
13_01_23-DJI_0023,13_01_23-DJI_0023_60.0
13_01_23-DJI_0023,13_01_23-DJI_0023_64.0
13_01_23-DJI_0023,13_01_23-DJI_0023_65.0
13_01_23-DJI_0023,13_01_23-DJI_0023_66.0
13_01_23-DJI_0023,13_01_23-DJI_0023_67.0
13_01_23-DJI_0023,13_01_23-DJI_0023_68.0
13_01_23-DJI_0023,13_01_23-DJI_0023_70.0
13_01_23-DJI_0023,13_01_23-DJI_0023_72.0
13_01_23-DJI_0023,13_01_23-DJI_0023_73.0
13_01_23-DJI_0042,13_01_23-DJI_0042_5.0
13_01_23-DJI_0042,13_01_23-DJI_0042_3.0
13_01_23-DJI_0042,13_01_23-DJI_0042_1.0
13_01_23-DJI_0042,13_01_23-DJI_0042_8.0
13_01_23-DJI_0042,13_01_23-DJI_0042_6.0
13_01_23-DJI_0042,13_01_23-DJI_0042_4.0
13_01_23-DJI_0042,13_01_23-DJI_0042_15.0
13_01_23-DJI_0042,13_01_23-DJI_0042_16.0
13_01_23-DJI_0042,13_01_23-DJI_0042_17.0
13_01_23-DJI_0042,13_01_23-DJI_0042_18.0
13_01_23-DJI_0042,13_01_23-DJI_0042_26.0
13_01_23-DJI_0042,13_01_23-DJI_0042_27.0
13_01_23-DJI_0042,13_01_23-DJI_0042_22.0
13_01_23-DJI_0042,13_01_23-DJI_0042_19.0
13_01_23-DJI_0042,13_01_23-DJI_0042_23.0
13_01_23-DJI_0042,13_01_23-DJI_0042_21.0
13_01_23-DJI_0042,13_01_23-DJI_0042_24.0
13_01_23-DJI_0042,13_01_23-DJI_0042_20.0
13_01_23-DJI_0042,13_01_23-DJI_0042_25.0
13_01_23-DJI_0042,13_01_23-DJI_0042_45.0
13_01_23-DJI_0042,13_01_23-DJI_0042_47.0
13_01_23-DJI_0042,13_01_23-DJI_0042_51.0
13_01_23-DJI_0042,13_01_23-DJI_0042_53.0
13_01_23-DJI_0042,13_01_23-DJI_0042_54.0
13_01_23-DJI_0042,13_01_23-DJI_0042_55.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_2.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_5.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_3.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_1.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_4.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_8.0
17_01_2023_session_2-DJI_0011,17_01_2023_session_2-DJI_0011_12.0
13_01_23-DJI_0038,13_01_23-DJI_0038_2.0
13_01_23-DJI_0038,13_01_23-DJI_0038_4.0
13_01_23-DJI_0038,13_01_23-DJI_0038_0.0
13_01_23-DJI_0038,13_01_23-DJI_0038_1.0
12_01_23-DJI_0988,12_01_23-DJI_0988_5.0
12_01_23-DJI_0988,12_01_23-DJI_0988_6.0
12_01_23-DJI_0988,12_01_23-DJI_0988_8.0
12_01_23-DJI_0988,12_01_23-DJI_0988_10.0
12_01_23-DJI_0988,12_01_23-DJI_0988_9.0
12_01_23-DJI_0988,12_01_23-DJI_0988_12.0
12_01_23-DJI_0988,12_01_23-DJI_0988_13.0
12_01_23-DJI_0988,12_01_23-DJI_0988_14.0
12_01_23-DJI_0988,12_01_23-DJI_0988_15.0
12_01_23-DJI_0988,12_01_23-DJI_0988_17.0
12_01_23-DJI_0988,12_01_23-DJI_0988_18.0
12_01_23-DJI_0992,12_01_23-DJI_0992_3.0
12_01_23-DJI_0992,12_01_23-DJI_0992_5.0
12_01_23-DJI_0992,12_01_23-DJI_0992_6.0
12_01_23-DJI_0992,12_01_23-DJI_0992_9.0
12_01_23-DJI_0992,12_01_23-DJI_0992_11.0
12_01_23-DJI_0992,12_01_23-DJI_0992_14.0
12_01_23-DJI_0992,12_01_23-DJI_0992_13.0
12_01_23-DJI_0992,12_01_23-DJI_0992_25.0
12_01_23-DJI_0992,12_01_23-DJI_0992_26.0
12_01_23-DJI_0992,12_01_23-DJI_0992_27.0
12_01_23-DJI_0992,12_01_23-DJI_0992_28.0
12_01_23-DJI_0992,12_01_23-DJI_0992_29.0
13_01_23-DJI_0018,13_01_23-DJI_0018_2.0
13_01_23-DJI_0018,13_01_23-DJI_0018_3.0
13_01_23-DJI_0018,13_01_23-DJI_0018_4.0
13_01_23-DJI_0018,13_01_23-DJI_0018_5.0
13_01_23-DJI_0018,13_01_23-DJI_0018_7.0
13_01_23-DJI_0018,13_01_23-DJI_0018_10.0
13_01_23-DJI_0018,13_01_23-DJI_0018_12.0
13_01_23-DJI_0018,13_01_23-DJI_0018_13.0
13_01_23-DJI_0018,13_01_23-DJI_0018_14.0
13_01_23-DJI_0018,13_01_23-DJI_0018_15.0
13_01_23-DJI_0018,13_01_23-DJI_0018_16.0
13_01_23-DJI_0018,13_01_23-DJI_0018_17.0
13_01_23-DJI_0018,13_01_23-DJI_0018_18.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_6.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_8.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_9.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_10.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_11.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_16.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_17.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_18.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_19.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_26.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_28.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_29.0
16_01_23_session_2-DJI_0001,16_01_23_session_2-DJI_0001_30.0
11_01_23-DJI_0977,11_01_23-DJI_0977_0.0
11_01_23-DJI_0977,11_01_23-DJI_0977_7.0
11_01_23-DJI_0977,11_01_23-DJI_0977_8.0
11_01_23-DJI_0977,11_01_23-DJI_0977_2.0
11_01_23-DJI_0977,11_01_23-DJI_0977_1.0
11_01_23-DJI_0977,11_01_23-DJI_0977_3.0
11_01_23-DJI_0977,11_01_23-DJI_0977_4.0
11_01_23-DJI_0977,11_01_23-DJI_0977_5.0
11_01_23-DJI_0977,11_01_23-DJI_0977_6.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_2.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_7.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_5.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_3.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_1.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_6.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_4.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_8.0
16_01_23_session_2-DJI_0004,16_01_23_session_2-DJI_0004_11.0
13_01_23-DJI_0011,13_01_23-DJI_0011_4.0
13_01_23-DJI_0011,13_01_23-DJI_0011_6.0
13_01_23-DJI_0011,13_01_23-DJI_0011_11.0
13_01_23-DJI_0011,13_01_23-DJI_0011_12.0
13_01_23-DJI_0011,13_01_23-DJI_0011_13.0
13_01_23-DJI_0011,13_01_23-DJI_0011_14.0
13_01_23-DJI_0011,13_01_23-DJI_0011_15.0
13_01_23-DJI_0011,13_01_23-DJI_0011_17.0
13_01_23-DJI_0011,13_01_23-DJI_0011_16.0
13_01_23-DJI_0011,13_01_23-DJI_0011_18.0
13_01_23-DJI_0011,13_01_23-DJI_0011_19.0
13_01_23-DJI_0011,13_01_23-DJI_0011_20.0
13_01_23-DJI_0011,13_01_23-DJI_0011_21.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_2.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_5.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_3.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_1.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_4.0
17_01_2023_session_1-DJI_0007,17_01_2023_session_1-DJI_0007_7.0
13_01_23-DJI_0012,13_01_23-DJI_0012_6.0
13_01_23-DJI_0012,13_01_23-DJI_0012_10.0
13_01_23-DJI_0012,13_01_23-DJI_0012_15.0
13_01_23-DJI_0012,13_01_23-DJI_0012_14.0
13_01_23-DJI_0012,13_01_23-DJI_0012_18.0
13_01_23-DJI_0012,13_01_23-DJI_0012_20.0
13_01_23-DJI_0012,13_01_23-DJI_0012_22.0
13_01_23-DJI_0012,13_01_23-DJI_0012_24.0
13_01_23-DJI_0012,13_01_23-DJI_0012_27.0
13_01_23-DJI_0012,13_01_23-DJI_0012_29.0
13_01_23-DJI_0012,13_01_23-DJI_0012_44.0
13_01_23-DJI_0012,13_01_23-DJI_0012_50.0
13_01_23-DJI_0012,13_01_23-DJI_0012_51.0
13_01_23-DJI_0012,13_01_23-DJI_0012_53.0
13_01_23-DJI_0012,13_01_23-DJI_0012_54.0
12_01_23-DJI_0987,12_01_23-DJI_0987_2.0
12_01_23-DJI_0987,12_01_23-DJI_0987_1.0
12_01_23-DJI_0987,12_01_23-DJI_0987_3.0
12_01_23-DJI_0987,12_01_23-DJI_0987_4.0
12_01_23-DJI_0987,12_01_23-DJI_0987_5.0
12_01_23-DJI_0987,12_01_23-DJI_0987_6.0
12_01_23-DJI_0987,12_01_23-DJI_0987_8.0
12_01_23-DJI_0987,12_01_23-DJI_0987_9.0
12_01_23-DJI_0987,12_01_23-DJI_0987_10.0
12_01_23-DJI_0987,12_01_23-DJI_0987_13.0
12_01_23-DJI_0987,12_01_23-DJI_0987_14.0
12_01_23-DJI_0987,12_01_23-DJI_0987_15.0
12_01_23-DJI_0987,12_01_23-DJI_0987_17.0
12_01_23-DJI_0987,12_01_23-DJI_0987_18.0
12_01_23-DJI_0987,12_01_23-DJI_0987_20.0
12_01_23-DJI_0987,12_01_23-DJI_0987_21.0
12_01_23-DJI_0987,12_01_23-DJI_0987_23.0
12_01_23-DJI_0987,12_01_23-DJI_0987_24.0
12_01_23-DJI_0987,12_01_23-DJI_0987_25.0
12_01_23-DJI_0987,12_01_23-DJI_0987_27.0
12_01_23-DJI_0987,12_01_23-DJI_0987_31.0
12_01_23-DJI_0007,12_01_23-DJI_0007_2.0
12_01_23-DJI_0007,12_01_23-DJI_0007_3.0
12_01_23-DJI_0007,12_01_23-DJI_0007_1.0
12_01_23-DJI_0007,12_01_23-DJI_0007_4.0
12_01_23-DJI_0007,12_01_23-DJI_0007_7.0
12_01_23-DJI_0007,12_01_23-DJI_0007_8.0
12_01_23-DJI_0007,12_01_23-DJI_0007_17.0
12_01_23-DJI_0007,12_01_23-DJI_0007_22.0
12_01_23-DJI_0007,12_01_23-DJI_0007_25.0
12_01_23-DJI_0007,12_01_23-DJI_0007_28.0
13_01_23-DJI_0029,13_01_23-DJI_0029_2.0
13_01_23-DJI_0029,13_01_23-DJI_0029_3.0
13_01_23-DJI_0029,13_01_23-DJI_0029_4.0
13_01_23-DJI_0029,13_01_23-DJI_0029_5.0
13_01_23-DJI_0029,13_01_23-DJI_0029_16.0
13_01_23-DJI_0029,13_01_23-DJI_0029_23.0
13_01_23-DJI_0029,13_01_23-DJI_0029_24.0
13_01_23-DJI_0029,13_01_23-DJI_0029_36.0
13_01_23-DJI_0029,13_01_23-DJI_0029_41.0
13_01_23-DJI_0029,13_01_23-DJI_0029_50.0
13_01_23-DJI_0029,13_01_23-DJI_0029_49.0
13_01_23-DJI_0029,13_01_23-DJI_0029_51.0
13_01_23-DJI_0029,13_01_23-DJI_0029_52.0
13_01_23-DJI_0029,13_01_23-DJI_0029_53.0
13_01_23-DJI_0029,13_01_23-DJI_0029_58.0
13_01_23-DJI_0029,13_01_23-DJI_0029_59.0
13_01_23-DJI_0029,13_01_23-DJI_0029_60.0
13_01_23-DJI_0043,13_01_23-DJI_0043_2.0
13_01_23-DJI_0043,13_01_23-DJI_0043_9.0
13_01_23-DJI_0043,13_01_23-DJI_0043_7.0
13_01_23-DJI_0043,13_01_23-DJI_0043_5.0
13_01_23-DJI_0043,13_01_23-DJI_0043_3.0
13_01_23-DJI_0043,13_01_23-DJI_0043_1.0
13_01_23-DJI_0043,13_01_23-DJI_0043_8.0
13_01_23-DJI_0043,13_01_23-DJI_0043_6.0
13_01_23-DJI_0043,13_01_23-DJI_0043_4.0
13_01_23-DJI_0043,13_01_23-DJI_0043_11.0
